Nome,Comandante,Cor,Custo,Tipo,Subtipo,Preco_USD,EDHREC_Rank,Deck
Cavern of Souls,0,Incolor,0,Land,N/A,36.9,112,edson_endo
City of Brass,0,Incolor,0,Land,N/A,18.62,98,edson_endo
Cloudshredder Sliver,0,RW,2,Creature,Sliver,1.57,2996,edson_endo
Command Tower,0,Incolor,0,Land,N/A,1.0,2,edson_endo
Constricting Sliver,0,W,6,Creature,Sliver,0.44,5587,edson_endo
Crucible of Worlds,0,Incolor,3,Artifact,N/A,25.33,549,edson_endo
Crystalline Sliver,0,UW,2,Creature,Sliver,1.85,3750,edson_endo
Dormant Sliver,0,GU,4,Creature,Sliver,0.29,13222,edson_endo
Doubling Season,0,G,5,Enchantment,N/A,29.34,229,edson_endo
Dregscape Sliver,0,B,2,Creature,Sliver,0.26,9206,edson_endo
Elven Chorus,0,G,4,Enchantment,N/A,4.15,964,edson_endo
Essence Sliver,0,W,4,Creature,Sliver,7.64,7981,edson_endo
Exotic Orchard,0,Incolor,0,Land,N/A,N/A,9,edson_endo
Exploration,0,G,1,Enchantment,N/A,22.4,282,edson_endo
Firewake Sliver,0,GR,3,Creature,Sliver,0.2,8564,edson_endo
Flooded Strand,0,Incolor,0,Land,N/A,11.14,51,edson_endo
Forbidden Orchard,0,Incolor,0,Land,N/A,7.34,512,edson_endo
Forest,0,G,0,Basic Land,Forest,N/A,N/A,edson_endo
Fury Sliver,0,R,6,Creature,Sliver,0.26,8975,edson_endo
Galerider Sliver,0,U,1,Creature,Sliver,3.81,3491,edson_endo
Gemhide Sliver,0,G,2,Creature,Sliver,0.55,2774,edson_endo
Godless Shrine,0,BW,0,Land,Plains Swamp,15.7,68,edson_endo
Hallowed Fountain,0,UW,0,Land,Plains Island,11.71,75,edson_endo
Harmonic Sliver,0,GW,3,Creature,Sliver,0.47,3378,edson_endo
Haunting Voyage,0,B,6,Sorcery,N/A,3.81,3441,edson_endo
Heart Sliver,0,R,2,Creature,Sliver,0.93,5520,edson_endo
Heartstone,0,Incolor,3,Artifact,N/A,2.29,3461,edson_endo
Herald's Horn,0,Incolor,3,Artifact,N/A,5.06,126,edson_endo
Hibernation Sliver,0,BU,2,Creature,Sliver,0.47,4716,edson_endo
Intruder Alarm,0,U,3,Enchantment,N/A,3.18,1579,edson_endo
Island,0,U,0,Basic Land,Island,N/A,N/A,edson_endo
Kindred Discovery,0,U,5,Enchantment,N/A,6.29,314,edson_endo
Kindred Dominance,0,B,7,Sorcery,N/A,11.96,708,edson_endo
Lavabelly Sliver,0,RW,3,Creature,Sliver,0.28,4705,edson_endo
Lotus Bloom,0,Incolor,0,Artifact,N/A,4.4,3456,edson_endo
Lotus Petal,0,Incolor,0,Artifact,N/A,N/A,115,edson_endo
Mana Reflection,0,G,6,Enchantment,N/A,3.77,1804,edson_endo
Manaweft Sliver,0,G,2,Creature,Sliver,2.18,2797,edson_endo
Marsh Flats,0,Incolor,0,Land,N/A,21.82,47,edson_endo
Mirari's Wake,0,GW,5,Enchantment,N/A,6.17,464,edson_endo
Misty Rainforest,0,Incolor,0,Land,N/A,21.88,40,edson_endo
Mountain,0,R,0,Basic Land,Mountain,N/A,N/A,edson_endo
Mox Tantalite,0,Incolor,0,Artifact,N/A,9.02,3894,edson_endo
Necrotic Sliver,0,BW,3,Creature,Sliver,0.21,4200,edson_endo
Overgrown Tomb,0,BG,0,Land,Swamp Forest,12.46,79,edson_endo
Plains,0,W,0,Basic Land,Plains,N/A,N/A,edson_endo
Polluted Delta,0,Incolor,0,Land,N/A,13.84,42,edson_endo
Profane Tutor,0,B,0,Sorcery,N/A,3.39,1234,edson_endo
Psionic Sliver,0,U,5,Creature,Sliver,1.72,16802,edson_endo
Pulmonic Sliver,0,W,5,Creature,Sliver,1.11,7937,edson_endo
Reflecting Pool,0,Incolor,0,Land,N/A,7.48,173,edson_endo
Root Sliver,0,G,4,Creature,Sliver,7.57,6131,edson_endo
Sacred Foundry,0,RW,0,Land,Mountain Plains,18.41,95,edson_endo
Scalding Tarn,0,Incolor,0,Land,N/A,22.17,49,edson_endo
Secluded Courtyard,0,Incolor,0,Land,N/A,0.2,212,edson_endo
Sentinel Sliver,0,W,2,Creature,Sliver,0.67,3776,edson_endo
Shadow Sliver,0,U,3,Creature,Sliver,0.84,9664,edson_endo
Shifting Sliver,0,U,4,Creature,Sliver,0.76,3763,edson_endo
Sliver Gravemother,0,BGRUW,5,Legendary Creature,Sliver,N/A,5433,edson_endo
Sliver Hive,0,Incolor,0,Land,N/A,19.83,4804,edson_endo
Sliver Hivelord,0,BGRUW,5,Legendary Creature,Sliver,5.35,3311,edson_endo
Sliver Legion,0,BGRUW,5,Legendary Creature,Sliver,52.09,4257,edson_endo
Sliver Queen,0,BGRUW,5,Legendary Creature,Sliver,N/A,6909,edson_endo
Sol Ring,0,Incolor,1,Artifact,N/A,2.0,1,edson_endo
Spiteful Sliver,0,R,3,Creature,Sliver,0.74,4089,edson_endo
Steam Vents,0,RU,0,Land,Island Mountain,14.66,81,edson_endo
Stomping Ground,0,GR,0,Land,Mountain Forest,13.63,78,edson_endo
Striking Sliver,0,R,1,Creature,Sliver,0.48,4336,edson_endo
Swamp,0,B,0,Basic Land,Swamp,N/A,N/A,edson_endo
Synapse Sliver,0,U,5,Creature,Sliver,2.28,5081,edson_endo
Syphon Sliver,0,B,3,Creature,Sliver,2.62,3963,edson_endo
Taunting Sliver,0,U,4,Creature,Sliver,0.67,8048,edson_endo
Teferi's Protection,0,W,3,Instant,N/A,53.3,76,edson_endo
Telekinetic Sliver,0,U,4,Creature,Sliver,0.91,13243,edson_endo
Temple Garden,0,GW,0,Land,Forest Plains,12.66,85,edson_endo
Thran Quarry,0,Incolor,0,Land,N/A,5.37,11631,edson_endo
Toxin Sliver,0,B,4,Creature,Sliver,3.57,10711,edson_endo
Training Grounds,0,U,1,Enchantment,N/A,4.71,1094,edson_endo
Unclaimed Territory,0,Incolor,0,Land,N/A,0.24,192,edson_endo
Venom Sliver,0,G,2,Creature,Sliver,1.17,3800,edson_endo
Verdant Catacombs,0,Incolor,0,Land,N/A,19.84,45,edson_endo
Watery Grave,0,BU,0,Land,Island Swamp,15.99,58,edson_endo
Wild Pair,0,G,6,Enchantment,N/A,1.13,8718,edson_endo
Windswept Heath,0,Incolor,0,Land,N/A,7.73,52,edson_endo
Winged Sliver,0,U,2,Creature,Sliver,0.42,5114,edson_endo
Wooded Foothills,0,Incolor,0,Land,N/A,11.6,56,edson_endo
"Krenko, Mob Boss",1,R,4,Legendary Creature,Goblin Warrior,1.25,1092,eldermancini
"Akki Lavarunner // Tok-Tok, Volcano Born",0,R,4,Creature,Goblin Warrior // Legendary Creature — Goblin Shaman,0.39,18574,eldermancini
Akki Underminer,0,R,4,Creature,Goblin Rogue Shaman,0.21,20367,eldermancini
Battle Cry Goblin,0,R,2,Creature,Goblin,0.25,4534,eldermancini
Battle Hymn,0,R,2,Instant,N/A,1.75,1567,eldermancini
Beetleback Chief,0,R,4,Creature,Goblin Warrior,N/A,3227,eldermancini
Blasphemous Act,0,R,9,Sorcery,N/A,N/A,25,eldermancini
Brash Taunter,0,R,5,Creature,Goblin,1.15,699,eldermancini
"Breeches, Brazen Plunderer",0,R,4,Legendary Creature,Goblin Pirate,0.07,3350,eldermancini
Browbeat,0,R,3,Sorcery,N/A,0.39,7385,eldermancini
Case of the Crimson Pulse,0,R,3,Enchantment,Case,0.34,12144,eldermancini
Castle Embereth,0,R,0,Land,N/A,N/A,864,eldermancini
Coat of Arms,0,Incolor,5,Artifact,N/A,20.88,747,eldermancini
"Daretti, Rocketeer Engineer",0,R,5,Legendary Creature,Goblin Artificer,0.18,13544,eldermancini
Dark-Dweller Oracle,0,R,2,Creature,Goblin Shaman,0.15,5286,eldermancini
Dragon Fodder,0,R,2,Sorcery,N/A,0.1,1797,eldermancini
Eldrazi Monument,0,Incolor,5,Artifact,N/A,6.16,1330,eldermancini
Empty the Warrens,0,R,4,Sorcery,N/A,0.17,2273,eldermancini
Ferocification,0,R,3,Enchantment,N/A,0.08,14107,eldermancini
Goblin Bombardment,0,R,2,Enchantment,N/A,2.61,397,eldermancini
Goblin Chieftain,0,R,3,Creature,Goblin,7.24,2542,eldermancini
Goblin Goon,0,R,4,Creature,Goblin Mutant,0.2,18050,eldermancini
Goblin Instigator,0,R,2,Creature,Goblin Rogue,0.22,2822,eldermancini
Goblin King,0,R,3,Creature,Goblin,22.61,3240,eldermancini
Goblin Matron,0,R,3,Creature,Goblin,0.21,1557,eldermancini
Goblin Rabblemaster,0,R,3,Creature,Goblin Warrior,0.88,3585,eldermancini
Goblin Razerunners,0,R,4,Creature,Goblin Warrior,0.13,13560,eldermancini
Goblin Ringleader,0,R,4,Creature,Goblin,0.72,4062,eldermancini
Goblin Trashmaster,0,R,4,Creature,Goblin Warrior,7.99,2963,eldermancini
Goblin Warchief,0,R,3,Creature,Goblin Warrior,0.65,2085,eldermancini
Goblin Wardriver,0,R,2,Creature,Goblin Warrior,0.35,7515,eldermancini
Grapeshot,0,R,2,Sorcery,N/A,0.24,698,eldermancini
Guttersnipe,0,R,3,Creature,Goblin Shaman,N/A,393,eldermancini
Hordeling Outburst,0,R,3,Sorcery,N/A,0.31,2062,eldermancini
Horn of the Mark,0,Incolor,2,Legendary Artifact,N/A,0.6,3099,eldermancini
"Ib Halfheart, Goblin Tactician",0,R,4,Legendary Creature,Goblin Advisor,1.17,10672,eldermancini
Impact Tremors,0,R,2,Enchantment,N/A,N/A,201,eldermancini
Izzet Chemister,0,R,3,Creature,Goblin Wizard,0.13,9344,eldermancini
"Kiki-Jiki, Mirror Breaker",0,R,5,Legendary Creature,Goblin Shaman,8.39,906,eldermancini
"Krenko, Baron of Tin Street",0,R,3,Legendary Creature,Goblin,0.23,7982,eldermancini
"Krenko, Tin Street Kingpin",0,R,3,Legendary Creature,Goblin,2.18,635,eldermancini
Krenko's Command,0,R,2,Sorcery,N/A,0.19,1900,eldermancini
Kyren Negotiations,0,R,4,Enchantment,N/A,1.31,11667,eldermancini
Legion Warboss,0,R,3,Creature,Goblin Soldier,N/A,1714,eldermancini
Lightning Greaves,0,Incolor,2,Artifact,Equipment,N/A,13,eldermancini
Molten Echoes,0,R,4,Enchantment,N/A,8.45,1907,eldermancini
Moria Marauder,0,R,2,Creature,Goblin Warrior,0.32,4612,eldermancini
Mountain,0,R,0,Basic Land,Mountain,N/A,N/A,eldermancini
"Muxus, Goblin Grandee",0,R,6,Legendary Creature,Goblin Noble,5.72,3961,eldermancini
Pashalik Mons,0,R,3,Legendary Creature,Goblin Warrior,1.42,2587,eldermancini
Patchwork Banner,0,Incolor,3,Artifact,N/A,4.66,492,eldermancini
Raid Bombardment,0,R,3,Enchantment,N/A,0.17,3269,eldermancini
Redcap Gutter-Dweller,0,R,4,Creature,Goblin Warrior,0.15,7278,eldermancini
Reiterate,0,R,3,Instant,N/A,5.01,2704,eldermancini
Ruby Medallion,0,Incolor,2,Artifact,N/A,6.89,484,eldermancini
Rummaging Goblin,0,R,3,Creature,Goblin Rogue,0.02,8696,eldermancini
Searslicer Goblin,0,R,2,Creature,Goblin Warrior,1.76,7718,eldermancini
Seething Song,0,R,3,Instant,N/A,4.93,461,eldermancini
Shared Animosity,0,R,3,Enchantment,N/A,0.85,637,eldermancini
Siege-Gang Commander,0,R,5,Creature,Goblin,N/A,1456,eldermancini
Skirk Prospector,0,R,1,Creature,Goblin,0.19,1206,eldermancini
"Skoa, Embermage",0,R,6,Legendary Creature,Goblin Wizard,0.04,20674,eldermancini
Sol Ring,0,Incolor,1,Artifact,N/A,2.0,1,eldermancini
"Squee, Dubious Monarch",0,R,3,Legendary Creature,Goblin Noble,0.49,3748,eldermancini
Staff of Domination,0,Incolor,3,Artifact,N/A,5.26,876,eldermancini
Swarming Goblins,0,R,5,Creature,Goblin,0.1,8027,eldermancini
Swiftfoot Boots,0,Incolor,2,Artifact,Equipment,N/A,12,eldermancini
Sword of the Paruns,0,Incolor,4,Artifact,Equipment,0.95,4955,eldermancini
Thousand-Year Elixir,0,Incolor,3,Artifact,N/A,13.81,696,eldermancini
Tocasia's Dig Site,0,Incolor,0,Land,N/A,0.06,4603,eldermancini
Treasure Nabber,0,R,3,Creature,Goblin Rogue,0.86,1634,eldermancini
Tuktuk Scrapper,0,R,4,Creature,Goblin Artificer Ally,0.18,12752,eldermancini
Vandalblast,0,R,1,Sorcery,N/A,3.42,102,eldermancini
"Voja, Jaws of the Conclave",1,GRW,5,Legendary Creature,Wolf,N/A,5270,eliasdiego
Akroma's Will,0,W,4,Instant,N/A,9.86,247,eliasdiego
Ambush Commander,0,G,5,Creature,Elf,N/A,11614,eliasdiego
Annie Joins Up,0,GRW,4,Legendary Enchantment,N/A,2.17,1734,eliasdiego
Arid Mesa,0,Incolor,0,Land,N/A,21.85,55,eliasdiego
"Arlinn Kord // Arlinn, Embraced by the Moon",0,GR,4,Legendary Planeswalker,Arlinn // Legendary Planeswalker — Arlinn,0.85,6876,eliasdiego
"Arwen, Weaver of Hope",0,G,3,Legendary Creature,Elf Noble,2.95,1630,eliasdiego
"Baeloth Barrityl, Entertainer",0,R,5,Legendary Creature,Elf Shaman,N/A,3534,eliasdiego
Bala Ged Recovery // Bala Ged Sanctuary,0,G,3,Sorcery // Land,N/A,4.91,275,eliasdiego
Beast Whisperer,0,G,4,Creature,Elf Druid,3.02,167,eliasdiego
Beast Within,0,G,3,Instant,N/A,N/A,22,eliasdiego
Boros Charm,0,RW,2,Instant,N/A,N/A,164,eliasdiego
"Boseiju, Who Endures",0,G,0,Legendary Land,N/A,29.49,80,eliasdiego
Bountiful Promenade,0,GW,0,Land,N/A,8.59,186,eliasdiego
Branchloft Pathway // Boulderloft Pathway,0,GW,0,Land // Land,N/A,2.26,843,eliasdiego
Canopy Tactician,0,G,4,Creature,Elf Warrior,4.62,2476,eliasdiego
Canopy Vista,0,GW,0,Land,Forest Plains,N/A,101,eliasdiego
Cavern of Souls,0,Incolor,0,Land,N/A,36.9,112,eliasdiego
Chandra's Ignition,0,R,5,Sorcery,N/A,3.99,588,eliasdiego
Cinder Glade,0,GR,0,Land,Mountain Forest,N/A,87,eliasdiego
Circle of Dreams Druid,0,G,3,Creature,Elf Druid,8.09,912,eliasdiego
Command Tower,0,Incolor,0,Land,N/A,1.0,2,eliasdiego
Cragcrown Pathway // Timbercrown Pathway,0,GR,0,Land // Land,N/A,3.87,760,eliasdiego
Cultivator of Blades,0,G,5,Creature,Elf Artificer,0.31,7129,eliasdiego
Damning Verdict,0,W,5,Sorcery,N/A,20.05,2046,eliasdiego
"Dionus, Elvish Archdruid",0,G,4,Legendary Creature,Elf Druid,9.1,6775,eliasdiego
Disciple of Freyalise // Garden of Freyalise,0,G,6,Creature,Elf Druid // Land,1.47,1061,eliasdiego
"Eladamri, Korvecdal",0,G,3,Legendary Creature,Elf Warrior,5.62,3100,eliasdiego
Elturgard Ranger,0,G,5,Creature,Human Elf Ranger,0.01,18646,eliasdiego
Elven Ambush,0,G,4,Instant,N/A,2.96,2616,eliasdiego
Elvish Archdruid,0,G,3,Creature,Elf Druid,0.33,875,eliasdiego
Elvish Harbinger,0,G,3,Creature,Elf Druid,5.57,3044,eliasdiego
Elvish Mystic,0,G,1,Creature,Elf Druid,0.5,90,eliasdiego
Elvish Promenade,0,G,4,Kindred Sorcery,Elf,9.02,2966,eliasdiego
Elvish Warmaster,0,G,2,Creature,Elf Warrior,0.91,1609,eliasdiego
Exotic Orchard,0,Incolor,0,Land,N/A,N/A,9,eliasdiego
"Ezuri, Renegade Leader",0,G,3,Legendary Creature,Elf Warrior,N/A,2148,eliasdiego
Finale of Devastation,0,G,2,Sorcery,N/A,25.51,289,eliasdiego
Flooded Strand,0,Incolor,0,Land,N/A,11.14,51,eliasdiego
Forest,0,G,0,Basic Land,Forest,N/A,N/A,eliasdiego
Fyndhorn Elves,0,G,1,Creature,Elf Druid,1.19,156,eliasdiego
Galadhrim Ambush,0,G,4,Instant,N/A,2.03,2486,eliasdiego
Garruk's Uprising,0,G,3,Enchantment,N/A,0.48,104,eliasdiego
Generous Gift,0,W,3,Instant,N/A,0.77,43,eliasdiego
Grand Warlord Radha,0,GR,4,Legendary Creature,Elf Warrior,0.77,4027,eliasdiego
Guardian Project,0,G,4,Enchantment,N/A,9.08,277,eliasdiego
Gyre Sage,0,G,2,Creature,Elf Druid,5.14,822,eliasdiego
Heroic Intervention,0,G,2,Instant,N/A,11.66,34,eliasdiego
Hushwood Verge,0,GW,0,Land,N/A,5.46,2027,eliasdiego
Incubation Druid,0,G,2,Creature,Elf Druid,4.08,626,eliasdiego
Inspiring Call,0,G,3,Instant,N/A,0.26,302,eliasdiego
Jetmir's Garden,0,GRW,0,Land,Mountain Forest Plains,13.05,307,eliasdiego
Leaf-Crowned Visionary,0,G,2,Creature,Elf Druid,4.32,1962,eliasdiego
Llanowar Elves,0,G,1,Creature,Elf Druid,0.29,61,eliasdiego
Llanowar Tribe,0,G,3,Creature,Elf Druid,3.39,1741,eliasdiego
"Marwyn, the Nurturer",0,G,3,Legendary Creature,Elf Druid,3.91,1070,eliasdiego
Maskwood Nexus,0,Incolor,4,Artifact,N/A,1.99,455,eliasdiego
Mirkwood Elk,0,G,6,Creature,Elk,0.13,11584,eliasdiego
Misty Rainforest,0,Incolor,0,Land,N/A,21.88,40,eliasdiego
"Nykthos, Shrine to Nyx",0,Incolor,0,Legendary Land,N/A,39.86,166,eliasdiego
Path to Exile,0,W,1,Instant,N/A,0.94,15,eliasdiego
Priest of Titania,0,G,2,Creature,Elf Druid,0.53,762,eliasdiego
Quirion Ranger,0,G,1,Creature,Elf Ranger,0.67,1801,eliasdiego
Rhythm of the Wild,0,GR,3,Enchantment,N/A,3.27,184,eliasdiego
"Rishkar, Peema Renegade",0,G,3,Legendary Creature,Elf Druid,0.17,647,eliasdiego
Rootbound Crag,0,GR,0,Land,N/A,2.78,169,eliasdiego
Sacred Foundry,0,RW,0,Land,Mountain Plains,18.41,95,eliasdiego
"Selvala, Heart of the Wilds",0,G,3,Legendary Creature,Elf Scout,5.69,525,eliasdiego
Shalai and Hallar,0,GRW,4,Legendary Creature,Angel Elf,2.66,2808,eliasdiego
Sol Ring,0,Incolor,1,Artifact,N/A,2.0,1,eliasdiego
Spire Garden,0,GR,0,Land,N/A,10.87,178,eliasdiego
Stomping Ground,0,GR,0,Land,Mountain Forest,13.63,78,eliasdiego
Stroke of Midnight,0,W,3,Instant,N/A,N/A,270,eliasdiego
Sundering Eruption // Volcanic Fissure,0,R,3,Sorcery // Land,N/A,0.89,1646,eliasdiego
Sunpetal Grove,0,GW,0,Land,N/A,N/A,182,eliasdiego
Swords to Plowshares,0,W,1,Instant,N/A,1.25,11,eliasdiego
Taunt from the Rampart,0,RW,5,Sorcery,N/A,2.63,2258,eliasdiego
Temple Garden,0,GW,0,Land,Forest Plains,12.66,85,eliasdiego
The Great Henge,0,G,9,Legendary Artifact,N/A,64.72,220,eliasdiego
Thornspire Verge,0,GR,0,Land,N/A,6.64,2032,eliasdiego
Three Tree City,0,Incolor,0,Legendary Land,N/A,25.67,429,eliasdiego
Tolsimir Wolfblood,0,GW,6,Legendary Creature,Elf Warrior,1.14,7320,eliasdiego
"Tolsimir, Friend to Wolves",0,GW,5,Legendary Creature,Elf Scout,0.46,7293,eliasdiego
"Tolsimir, Midnight's Light",0,GW,5,Legendary Creature,Elf Scout,0.2,8135,eliasdiego
Verdant Catacombs,0,Incolor,0,Land,N/A,19.84,45,eliasdiego
Voice of the Woods,0,G,5,Creature,Elf,0.25,12679,eliasdiego
Windswept Heath,0,Incolor,0,Land,N/A,7.73,52,eliasdiego
Windswift Slice,0,G,3,Instant,N/A,0.46,3419,eliasdiego
Wirewood Channeler,0,G,4,Creature,Elf Druid,2.1,2929,eliasdiego
Wirewood Symbiote,0,G,1,Creature,Insect,0.08,3185,eliasdiego
Wolf-Skull Shaman,0,G,2,Creature,Elf Shaman,1.65,9954,eliasdiego
Wolverine Riders,0,G,6,Creature,Elf Warrior,8.24,2580,eliasdiego
Wooded Foothills,0,Incolor,0,Land,N/A,11.6,56,eliasdiego
Wren's Run Packmaster,0,G,4,Creature,Elf Warrior,1.65,8780,eliasdiego
Sidar Jabari of Zhalfir,1,BUW,4,Legendary Creature,Human Knight,0.41,5095,januariobitencourt
Acclaimed Contender,0,W,3,Creature,Human Knight,0.24,4744,januariobitencourt
"Adeline, Resplendent Cathar",0,W,3,Legendary Creature,Human Knight,5.0,566,januariobitencourt
Akroma's Will,0,W,4,Instant,N/A,9.86,247,januariobitencourt
And They Shall Know No Fear,0,W,2,Instant,N/A,13.38,2526,januariobitencourt
Anguished Unmaking,0,BW,3,Instant,N/A,N/A,168,januariobitencourt
Arcane Signet,0,Incolor,2,Artifact,N/A,1.0,3,januariobitencourt
"Arna Kennerüd, Skycaptain",0,BUW,5,Legendary Creature,Human Knight,0.46,8459,januariobitencourt
Arvad the Cursed,0,BW,5,Legendary Creature,Vampire Knight,0.12,4054,januariobitencourt
"Aryel, Knight of Windgrace",0,BW,4,Legendary Creature,Human Knight,0.13,5197,januariobitencourt
Ascend from Avernus,0,W,3,Sorcery,N/A,0.9,2089,januariobitencourt
Ayara's Oathsworn,0,B,2,Creature,Human Knight,0.26,5678,januariobitencourt
Azorius Signet,0,UW,2,Artifact,N/A,N/A,160,januariobitencourt
Bojuka Bog,0,B,0,Land,N/A,N/A,30,januariobitencourt
Buried Alive,0,B,3,Sorcery,N/A,0.59,431,januariobitencourt
Castle Locthwain,0,B,0,Land,N/A,4.19,565,januariobitencourt
Chivalric Alliance,0,W,2,Enchantment,N/A,8.43,2254,januariobitencourt
Choked Estuary,0,BU,0,Land,N/A,0.18,261,januariobitencourt
Command Tower,0,Incolor,0,Land,N/A,1.0,2,januariobitencourt
Corpse Knight,0,BW,2,Creature,Zombie Knight,4.31,1127,januariobitencourt
Crib Swap,0,W,3,Kindred Instant,Shapeshifter,0.27,2210,januariobitencourt
Crippling Fear,0,B,4,Sorcery,N/A,2.67,1537,januariobitencourt
Dawn's Truce,0,W,2,Instant,N/A,7.62,724,januariobitencourt
Despark,0,BW,2,Instant,N/A,N/A,340,januariobitencourt
Elenda and Azor,0,BUW,6,Legendary Creature,Vampire Knight Sphinx,0.35,4800,januariobitencourt
"Elenda, the Dusk Rose",0,BW,4,Legendary Creature,Vampire Knight,4.09,1072,januariobitencourt
Ethersworn Adjudicator,0,BUW,5,Artifact Creature,Vedalken Knight,0.25,5867,januariobitencourt
Exotic Orchard,0,Incolor,0,Land,N/A,N/A,9,januariobitencourt
Exsanguinator Cavalry,0,B,3,Creature,Vampire Knight,2.07,4734,januariobitencourt
Fellwar Stone,0,Incolor,2,Artifact,N/A,1.0,18,januariobitencourt
Flare of Fortitude,0,W,4,Instant,N/A,2.87,1378,januariobitencourt
Guardian of Faith,0,W,3,Creature,Spirit Knight,5.53,1835,januariobitencourt
"Haakon, Stromgald Scourge",0,B,3,Legendary Creature,Zombie Knight,0.36,4792,januariobitencourt
Herald of Hoofbeats,0,U,4,Creature,Human Knight,4.95,3643,januariobitencourt
Herald's Horn,0,Incolor,3,Artifact,N/A,5.06,126,januariobitencourt
Hero of Bladehold,0,W,4,Creature,Human Knight,4.0,2063,januariobitencourt
Homeward Path,0,Incolor,0,Land,N/A,15.95,891,januariobitencourt
Horn of the Mark,0,Incolor,2,Legendary Artifact,N/A,0.6,3099,januariobitencourt
Invasion of New Phyrexia // Teferi Akosa of Zhalfir,0,UW,2,Battle,Siege // Legendary Planeswalker — Teferi,1.64,7045,januariobitencourt
Island,0,U,0,Basic Land,Island,N/A,N/A,januariobitencourt
Kindred Discovery,0,U,5,Enchantment,N/A,6.29,314,januariobitencourt
Kinsbaile Cavalier,0,W,4,Creature,Kithkin Knight,12.78,5925,januariobitencourt
Knight Exemplar,0,W,3,Creature,Human Knight,2.67,2790,januariobitencourt
Knight of the White Orchid,0,W,2,Creature,Human Knight,7.75,509,januariobitencourt
Knights of Dol Amroth,0,U,4,Creature,Human Knight,0.05,10949,januariobitencourt
Knights' Charge,0,BW,3,Enchantment,N/A,0.42,4260,januariobitencourt
Lightning Greaves,0,Incolor,2,Artifact,Equipment,N/A,13,januariobitencourt
Liliana's Standard Bearer,0,B,3,Creature,Zombie Knight,0.18,4283,januariobitencourt
Locthwain Lancer,0,B,5,Creature,Human Knight,0.18,6289,januariobitencourt
Lyev Skyknight,0,UW,3,Creature,Human Knight,0.02,16801,januariobitencourt
Marshal of Zhalfir,0,UW,2,Creature,Human Knight,0.14,5489,januariobitencourt
Midnight Reaper,0,B,3,Creature,Zombie Knight,0.3,727,januariobitencourt
Morphic Pool,0,BU,0,Land,N/A,14.44,123,januariobitencourt
Murderous Rider // Swift End,0,B,3,Creature,Zombie Knight // Instant — Adventure,0.58,1293,januariobitencourt
Mutavault,0,Incolor,0,Land,N/A,6.44,1667,januariobitencourt
"Nadaar, Selfless Paladin",0,W,3,Legendary Creature,Dragon Knight,0.31,4830,januariobitencourt
"Nymris, Oona's Trickster",0,BU,5,Legendary Creature,Faerie Knight,0.17,4557,januariobitencourt
Order of Midnight // Alter Fate,0,B,2,Creature,Human Knight // Sorcery — Adventure,0.08,6870,januariobitencourt
Orzhov Signet,0,BW,2,Artifact,N/A,N/A,139,januariobitencourt
Path of Ancestry,0,Incolor,0,Land,N/A,N/A,14,januariobitencourt
Plains,0,W,0,Basic Land,Plains,N/A,N/A,januariobitencourt
Port Town,0,UW,0,Land,N/A,0.13,331,januariobitencourt
Prairie Stream,0,UW,0,Land,Plains Island,N/A,103,januariobitencourt
Reflecting Pool,0,Incolor,0,Land,N/A,7.48,173,januariobitencourt
Scurrilous Sentry,0,B,4,Creature,Human Knight Rogue,0.02,15847,januariobitencourt
Secluded Courtyard,0,Incolor,0,Land,N/A,0.2,212,januariobitencourt
Shineshadow Snarl,0,BW,0,Land,N/A,0.29,445,januariobitencourt
Shrike Force,0,W,3,Creature,Bird Knight,0.1,8016,januariobitencourt
Silverwing Squadron,0,W,6,Creature,Human Knight,0.17,3481,januariobitencourt
Skullclamp,0,Incolor,1,Artifact,Equipment,N/A,39,januariobitencourt
Smitten Swordmaster // Curry Favor,0,B,2,Creature,Human Knight // Sorcery — Adventure,0.1,5518,januariobitencourt
Sol Ring,0,Incolor,1,Artifact,N/A,2.0,1,januariobitencourt
Sunken Hollow,0,BU,0,Land,Island Swamp,N/A,82,januariobitencourt
Swamp,0,B,0,Basic Land,Swamp,N/A,N/A,januariobitencourt
Swiftfoot Boots,0,Incolor,2,Artifact,Equipment,N/A,12,januariobitencourt
Swords to Plowshares,0,W,1,Instant,N/A,1.25,11,januariobitencourt
"Syr Konrad, the Grim",0,B,5,Legendary Creature,Human Knight,0.6,217,januariobitencourt
Tainted Field,0,BW,0,Land,N/A,0.18,382,januariobitencourt
Talisman of Dominance,0,BU,2,Artifact,N/A,1.12,94,januariobitencourt
Temple of Enlightenment,0,UW,0,Land,N/A,N/A,295,januariobitencourt
Thought Vessel,0,Incolor,2,Artifact,N/A,1.6,23,januariobitencourt
Three Tree City,0,Incolor,0,Legendary Land,N/A,25.67,429,januariobitencourt
Unclaimed Territory,0,Incolor,0,Land,N/A,0.24,192,januariobitencourt
Valiant Knight,0,W,4,Creature,Human Knight,0.2,4501,januariobitencourt
Vodalian Wave-Knight,0,UW,4,Creature,Merfolk Knight,0.54,4392,januariobitencourt
Westfold Rider,0,W,2,Creature,Human Knight,0.08,6514,januariobitencourt
White Orchid Phantom,0,W,2,Creature,Spirit Knight,1.54,8831,januariobitencourt
Winds of Abandon,0,W,2,Sorcery,N/A,8.56,1832,januariobitencourt
Wintermoor Commander,0,BW,2,Creature,Human Knight,0.08,5246,januariobitencourt
